48.56,54.86,1425
48.66,53.18,1470
48.76,51.06,1531
48.96,49.29,1586
49.06,46.59,1678
49.16,44.70,1749
49.26,42.86,1824
49.36,41.21,1897
49.46,39.09,2000
49.66,36.86,2121
49.76,34.35,2276
49.86,32.30,2420
49.96,30.44,2568
50.06,29.31,2667
50.16,27.33,2860
50.26,25.51,3064
50.46,23.24,3363
50.56,22.34,3499
50.66,21.15,3696
50.76,20.14,3881
50.86,19.55,3998
50.96,18.85,4148
51.06,18.28,4276
51.26,17.91,4364
51.36,17.67,4423
51.46,17.24,4535
51.56,17.21,4543
51.66,16.99,4600
51.76,16.93,4617
51.96,16.75,4668
52.06,16.43,4757
52.16,16.55,4724
52.26,16.58,4716
52.36,16.60,4708
52.46,16.66,4692
52.56,16.57,4719
52.76,16.45,4752
52.86,16.56,4721
52.96,16.51,4734
53.06,16.54,4727
53.16,16.53,4730
53.26,16.47,4745
53.36,16.43,4757
53.56,16.68,4688
53.66,16.71,4677
53.76,16.72,4676
53.86,16.60,4710
53.96,16.78,4659
54.06,16.92,4620
54.26,17.05,4584
54.36,17.03,4590
54.46,16.90,4626
54.56,16.87,4635
54.66,16.85,4640
54.76,16.95,4611
54.86,16.84,4642
55.06,16.85,4638
55.16,16.72,4676
55.26,16.81,4650
55.36,16.75,4667
55.46,16.88,4630
55.56,16.88,4632
55.76,16.92,4621
55.86,16.87,4634
55.96,16.88,4632
56.06,16.81,4650
56.16,16.91,4624
56.26,16.84,4641
56.36,16.84,4641
56.56,16.84,4643
56.66,16.77,4662
56.76,16.84,4642
56.86,16.80,4654
56.96,16.83,4646
57.06,16.85,4638
57.16,16.91,4624
57.36,16.79,4656
57.46,16.90,4626
57.56,16.90,4626
57.66,16.85,4640
57.76,16.91,4623
57.86,16.82,4647
57.96,16.84,4643
58.16,16.79,4655
58.26,16.84,4641
58.36,16.71,4677
58.46,16.63,4700
58.56,16.56,4721
58.66,16.66,4692
58.86,16.56,4722
58.96,16.62,4703
59.06,16.48,4744
59.16,16.32,4791
59.26,16.41,4765
59.36,16.45,4751
59.46,16.36,4777
59.66,16.40,4767
59.76,16.31,4792
59.86,16.37,4774
59.96,16.40,4767
60.06,16.29,4800
60.16,16.27,4805
60.26,16.31,4794
60.46,16.28,4801
60.56,16.30,4796
60.66,16.30,4797
60.76,16.26,4808
60.86,16.18,4830
60.96,16.23,4817
61.16,16.23,4818
61.26,16.23,4818
61.36,16.34,4784
61.46,16.28,4801
61.56,16.30,4797
61.66,16.20,4826
61.76,16.20,4826
61.96,16.21,4823
62.06,16.39,4771
62.16,16.24,4813
62.26,16.26,4807
62.36,16.20,4825
62.46,16.30,4797
62.56,16.28,4802
62.76,16.45,4751
62.86,16.30,4797
62.96,16.30,4796
63.06,16.24,4814
63.16,16.27,4804
63.26,16.40,4768
63.46,16.34,4783
63.56,16.24,4813
63.66,16.28,4802
63.76,16.21,4823
63.86,16.19,4829
63.96,16.32,4791
64.16,16.30,4797
64.26,16.15,4839
64.36,16.21,4823
64.46,16.22,4819
64.56,16.30,4797
64.66,16.32,4790
64.76,16.33,4788
64.86,16.33,4786
65.06,16.28,4802
65.16,16.31,4794
65.26,16.33,4786
65.36,16.35,4782
65.46,16.29,4798
65.56,16.30,4797
65.76,16.31,4793
65.86,16.24,4815
65.96,16.26,4808
66.06,16.34,4783
66.16,16.38,4772
66.26,16.41,4763
66.36,16.27,4804
66.56,16.22,4820
66.66,16.35,4782
66.76,16.39,4771
66.86,16.37,4776
66.96,16.27,4804
67.06,16.22,4819
67.26,16.22,4821
67.36,16.45,4752
67.46,16.41,4765
67.56,16.32,4791
67.66,16.22,4820
67.76,16.23,4816
67.86,16.33,4787
68.06,16.38,4772
68.16,16.28,4802
68.26,16.54,4726
68.36,16.66,4693
68.46,16.65,4694
68.56,16.69,4685
68.66,16.47,4746
68.86,16.05,4870
68.96,15.58,5017
